Latitude (degree),Longitude(degree),Region,Ocean,Marine Setting,Microplastics measurement,Unit,Year,Month,current_speed,temperature,salinity,Sampling Method,Mesh size (mm)
45.28,-60.29,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,7,0.15041609,2.555,30.387,Neuston net,0.335
40.93,-70.65,Not Specified,Atlantic Ocean,Ocean water,0.002276,pieces/m3,1989,10,0.13366002,10.411,32.912,Neuston net,0.335
40.93,-70.65,Not Specified,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,10,0.13366002,10.411,32.912,Neuston net,0.335
40.3,-69.77,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,10,0.094366305,9.307,32.472,Neuston net,0.335
39.88,-67.15,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,10,0.06463745,8.288,32.813,Neuston net,0.335
37.83,-63.73,Not Specified,Atlantic Ocean,Ocean water,0.043196,pieces/m3,1989,10,0.8036168,22.293,36.824,Neuston net,0.335
37.83,-63.73,Not Specified,Atlantic Ocean,Ocean water,0.535636,pieces/m3,1989,10,0.8036168,22.293,36.824,Neuston net,0.335
36.9,-63.38,Not Specified,Atlantic Ocean,Ocean water,0.069116,pieces/m3,1989,10,0.36040673,20.382,36.627,Neuston net,0.335
36.9,-63.38,Not Specified,Atlantic Ocean,Ocean water,0.084232,pieces/m3,1989,10,0.36040673,20.382,36.627,Neuston net,0.335
35.7,-61.98,Not Specified,Atlantic Ocean,Ocean water,0.299496,pieces/m3,1989,10,0.28178895,20.313,36.698,Neuston net,0.335
34.7,-61.98,Not Specified,Atlantic Ocean,Ocean water,0.01152,pieces/m3,1989,10,0.23844706,20.826,36.707,Neuston net,0.335
34.87,-57.38,Not Specified,Atlantic Ocean,Ocean water,0.035992,pieces/m3,1989,10,0.11682893,20.754,36.668,Neuston net,0.335
34.87,-57.38,Not Specified,Atlantic Ocean,Ocean water,0.00864,pieces/m3,1989,10,0.11682893,20.754,36.668,Neuston net,0.335
32.65,-57.2,Not Specified,Atlantic Ocean,Ocean water,0.028232,pieces/m3,1989,10,0.16811901,20.834,36.743,Neuston net,0.335
32.65,-57.2,Not Specified,Atlantic Ocean,Ocean water,0.151188,pieces/m3,1989,10,0.16811901,20.834,36.743,Neuston net,0.335
22.9,-59.27,Not Specified,Atlantic Ocean,Ocean water,0.0368,pieces/m3,1989,10,0.13364504,25.913,36.501,Neuston net,0.335
22.9,-59.27,Not Specified,Atlantic Ocean,Ocean water,0.011628,pieces/m3,1989,10,0.13364504,25.913,36.501,Neuston net,0.335
17.8,-64.32,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,11,0.053600375,28.461,35.523,Neuston net,0.335
17.8,-64.32,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,11,0.053600375,28.461,35.523,Neuston net,0.335
17.0,-63.72,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.0593043,28.834,35.479,Neuston net,0.335
17.0,-63.72,Caribbean Sea,Atlantic Ocean,Ocean water,0.00576,pieces/m3,1989,12,0.0593043,28.834,35.479,Neuston net,0.335
16.47,-63.63,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,12,0.10160709,28.201,35.506,Neuston net,0.335
16.47,-63.63,Caribbean Sea,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1989,12,0.10160709,28.201,35.506,Neuston net,0.335
16.63,-63.5,Caribbean Sea,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1989,12,0.08102469,28.558,35.477,Neuston net,0.335
16.63,-63.5,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,12,0.08102469,28.558,35.477,Neuston net,0.335
16.6,-63.07,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.088865064,28.549,35.72,Neuston net,0.335
16.6,-63.07,Caribbean Sea,Atlantic Ocean,Ocean water,0.0036,pieces/m3,1989,12,0.088865064,28.549,35.72,Neuston net,0.335
16.97,-62.68,Caribbean Sea,Atlantic Ocean,Ocean water,0.01512,pieces/m3,1989,12,0.11783463,28.894,35.505,Neuston net,0.335
16.97,-62.68,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.11783463,28.894,35.505,Neuston net,0.335
16.08,-62.2,Caribbean Sea,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1989,12,0.13984634,28.505,35.523,Neuston net,0.335
16.08,-62.2,Caribbean Sea,Atlantic Ocean,Ocean water,0.0108,pieces/m3,1989,12,0.13984634,28.505,35.523,Neuston net,0.335
15.55,-62.17,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.19984995,28.321,35.551,Neuston net,0.335
15.55,-62.17,Caribbean Sea,Atlantic Ocean,Ocean water,0.00864,pieces/m3,1989,12,0.19984995,28.321,35.551,Neuston net,0.335
15.1,-61.98,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.24962372,28.388,35.549,Neuston net,0.335
15.1,-61.98,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.24962372,28.388,35.549,Neuston net,0.335
13.98,-61.7,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.09741664,29.019,35.464,Neuston net,0.335
13.98,-61.7,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.09741664,29.019,35.464,Neuston net,0.335
12.22,-61.77,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.07424958,28.868,35.585,Neuston net,0.335
12.22,-61.77,Caribbean Sea,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1989,12,0.07424958,28.868,35.585,Neuston net,0.335
12.48,-61.47,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.08431488,28.58,35.555,Neuston net,0.335
12.65,-62.57,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.15085092,29.363,35.587,Neuston net,0.335
12.65,-62.57,Caribbean Sea,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1989,12,0.15085092,29.363,35.587,Neuston net,0.335
13.05,-63.12,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.1341827,29.107,35.384,Neuston net,0.335
13.05,-63.12,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.1341827,29.107,35.384,Neuston net,0.335
13.5,-63.35,Caribbean Sea,Atlantic Ocean,Ocean water,0.008232,pieces/m3,1989,12,0.23478714,28.969,35.289,Neuston net,0.335
13.5,-63.35,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.23478714,28.969,35.289,Neuston net,0.335
14.68,-64.43,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.07782031,27.312,35.429,Neuston net,0.335
14.68,-64.43,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.07782031,27.312,35.429,Neuston net,0.335
15.8,-65.3,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.15443446,27.681,35.494,Neuston net,0.335
15.8,-65.3,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.15443446,27.681,35.494,Neuston net,0.335
16.48,-65.9,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,12,0.12976903,28.283,35.353,Neuston net,0.335
16.48,-65.9,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,12,0.12976903,28.283,35.353,Neuston net,0.335
16.6,-66.1,Caribbean Sea,Atlantic Ocean,Ocean water,0.0027,pieces/m3,1989,12,0.13701095,28.322,35.45,Neuston net,0.335
16.6,-66.1,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.13701095,28.322,35.45,Neuston net,0.335
17.23,-66.87,Caribbean Sea,Atlantic Ocean,Ocean water,0.0108,pieces/m3,1989,12,0.082492426,28.335,35.252,Neuston net,0.335
17.23,-66.87,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,12,0.082492426,28.335,35.252,Neuston net,0.335
17.9,-67.62,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.20229928,27.854,35.575,Neuston net,0.335
17.9,-67.62,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.20229928,27.854,35.575,Neuston net,0.335
17.9,-67.82,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.2568443,27.894,35.6,Neuston net,0.335
17.9,-67.82,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.2568443,27.894,35.6,Neuston net,0.335
18.03,-68.42,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.28120455,27.552,35.698,Neuston net,0.335
18.03,-68.42,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.28120455,27.552,35.698,Neuston net,0.335
17.4,-68.78,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.4948131,28.317,35.659,Neuston net,0.335
17.4,-68.78,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.4948131,28.317,35.659,Neuston net,0.335
17.87,-70.4,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,12,0.31283382,28.118,35.721,Neuston net,0.335
17.87,-70.4,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.31283382,28.118,35.721,Neuston net,0.335
16.68,-71.35,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.17608236,27.953,35.613,Neuston net,0.335
16.68,-71.35,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.17608236,27.953,35.613,Neuston net,0.335
17.35,-72.5,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.29065788,28.505,35.911,Neuston net,0.335
17.35,-72.5,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.29065788,28.505,35.911,Neuston net,0.335
16.22,-74.47,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.2370232,28.35,35.519,Neuston net,0.335
16.22,-74.47,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.2370232,28.35,35.519,Neuston net,0.335
16.25,-74.98,Caribbean Sea,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1989,12,0.20974508,28.236,35.508,Neuston net,0.335
16.25,-74.98,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1989,12,0.20974508,28.236,35.508,Neuston net,0.335
16.48,-76.0,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.07787811,28.799,35.721,Neuston net,0.335
16.48,-76.0,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.07787811,28.799,35.721,Neuston net,0.335
16.88,-77.5,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.10978615,28.641,35.934,Neuston net,0.335
16.88,-77.5,Caribbean Sea,Atlantic Ocean,Ocean water,0.0,pieces/m3,1989,12,0.10978615,28.641,35.934,Neuston net,0.335
26.28,-78.62,Not Specified,Atlantic Ocean,Ocean water,0.0216,pieces/m3,1990,4,0.16633701,25.63,35.541,Neuston net,0.335
25.37,-76.0,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.1736577,26.397,36.11,Neuston net,0.335
25.37,-76.0,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.1736577,26.397,36.11,Neuston net,0.335
22.27,-73.75,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.07727872,26.911,36.32,Neuston net,0.335
22.27,-73.75,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.07727872,26.911,36.32,Neuston net,0.335
22.8,-73.8,Not Specified,Atlantic Ocean,Ocean water,0.049676,pieces/m3,1990,4,0.1556663,26.136,36.343,Neuston net,0.335
22.86,-73.86,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.1556663,26.136,36.343,Neuston net,0.335
23.17,-73.78,Not Specified,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1990,4,0.024,26.053,36.4,Neuston net,0.335
23.17,-73.78,Not Specified,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1990,4,0.024,26.053,36.4,Neuston net,0.335
23.63,-73.75,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.0595483,25.651,36.589,Neuston net,0.335
24.03,-74.04,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.00728011,25.015,36.745,Neuston net,0.335
24.22,-74.4,Not Specified,Atlantic Ocean,Ocean water,0.001168,pieces/m3,1990,4,0.18321572,25.312,36.727,Neuston net,0.335
24.22,-74.4,Not Specified,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1990,4,0.18321572,25.312,36.727,Neuston net,0.335
24.91,-74.4,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.13328166,25.679,36.764,Neuston net,0.335
24.78,-74.37,Not Specified,Atlantic Ocean,Ocean water,0.00864,pieces/m3,1990,4,0.21198113,25.426,36.801,Neuston net,0.335
24.83,-74.42,Not Specified,Atlantic Ocean,Ocean water,0.00864,pieces/m3,1990,4,0.15383758,25.568,36.793,Neuston net,0.335
24.83,-74.42,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.15383758,25.568,36.793,Neuston net,0.335
25.58,-74.8,Not Specified,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1990,4,0.18245547,25.808,36.593,Neuston net,0.335
25.58,-74.8,Not Specified,Atlantic Ocean,Ocean water,0.028076,pieces/m3,1990,4,0.18245547,25.808,36.593,Neuston net,0.335
26.14,-74.87,Not Specified,Atlantic Ocean,Ocean water,0.058316,pieces/m3,1990,4,0.14870776,24.666,36.64,Neuston net,0.335
26.14,-74.87,Not Specified,Atlantic Ocean,Ocean water,0.069116,pieces/m3,1990,4,0.14870776,24.666,36.64,Neuston net,0.335
26.58,-75.04,Not Specified,Atlantic Ocean,Ocean water,0.018,pieces/m3,1990,4,0.09108239,24.825,36.801,Neuston net,0.335
27.4,-74.08,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.40219897,23.427,36.87,Neuston net,0.335
28.45,-71.93,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.12603572,22.979,36.861,Neuston net,0.335
28.74,-71.72,Not Specified,Atlantic Ocean,Ocean water,0.064796,pieces/m3,1990,4,0.073239334,23.188,36.806,Neuston net,0.335
29.14,-71.19,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.21755458,22.448,36.715,Neuston net,0.335
29.14,-71.19,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,4,0.21755458,22.448,36.715,Neuston net,0.335
30.5,-69.13,Not Specified,Atlantic Ocean,Ocean water,0.028076,pieces/m3,1990,5,0.020396078,22.062,36.809,Neuston net,0.335
31.16,-67.29,Not Specified,Atlantic Ocean,Ocean water,0.794816,pieces/m3,1990,5,0.118983194,22.598,36.757,Neuston net,0.335
31.72,-65.07,Not Specified,Atlantic Ocean,Ocean water,0.025916,pieces/m3,1990,5,0.12567417,21.886,36.921,Neuston net,0.335
44.55,-62.69,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.17018224,3.579,30.754,Neuston net,0.335
44.55,-62.69,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.17018224,3.579,30.754,Neuston net,0.335
42.9,-64.04,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.1486775,4.502,31.563,Neuston net,0.335
42.9,-64.04,Not Specified,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1990,8,0.1486775,4.502,31.563,Neuston net,0.335
42.71,-65.39,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.14090067,5.066,31.893,Neuston net,0.335
42.71,-65.39,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.14090067,5.066,31.893,Neuston net,0.335
42.74,-70.31,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.053000003,7.504,30.805,Neuston net,0.335
42.74,-70.31,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.053000003,7.504,30.805,Neuston net,0.335
41.3,-68.74,Not Specified,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1990,8,0.11328283,8.501,32.198,Neuston net,0.335
41.3,-68.74,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1990,8,0.11328283,8.501,32.198,Neuston net,0.335
17.98,-63.98,Caribbean Sea,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1990,1,0.123454444,28.742,35.512,Neuston net,0.335
18.47,-64.45,Caribbean Sea,Atlantic Ocean,Ocean water,0.025916,pieces/m3,1991,1,0.08784646,27.797,35.595,Neuston net,0.335
26.42,-78.7,Not Specified,Atlantic Ocean,Ocean water,0.01296,pieces/m3,1991,4,0.1566046,25.645,35.559,Neuston net,0.335
26.42,-78.7,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.1566046,25.645,35.559,Neuston net,0.335
25.87,-79.97,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.97461015,27.611,35.85,Neuston net,0.335
25.87,-79.97,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.97461015,27.611,35.85,Neuston net,0.335
25.65,-76.72,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.114529476,26.576,36.075,Neuston net,0.335
25.65,-76.72,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.114529476,26.576,36.075,Neuston net,0.335
24.55,-76.1,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.042720016,26.588,35.978,Neuston net,0.335
24.55,-76.1,Not Specified,Atlantic Ocean,Ocean water,0.016612,pieces/m3,1991,4,0.042720016,26.588,35.978,Neuston net,0.335
24.46,-76.27,Not Specified,Atlantic Ocean,Ocean water,0.0108,pieces/m3,1991,4,0.16492423,26.363,35.829,Neuston net,0.335
24.46,-76.27,Not Specified,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1991,4,0.16492423,26.363,35.829,Neuston net,0.335
24.75,-75.87,Not Specified,Atlantic Ocean,Ocean water,0.0108,pieces/m3,1991,4,0.13705839,26.38,36.053,Neuston net,0.335
24.75,-75.87,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.13705839,26.38,36.053,Neuston net,0.335
25.18,-75.5,Not Specified,Atlantic Ocean,Ocean water,0.025916,pieces/m3,1991,4,0.18811166,26.336,36.289,Neuston net,0.335
25.18,-75.5,Not Specified,Atlantic Ocean,Ocean water,0.0216,pieces/m3,1991,4,0.18811166,26.336,36.289,Neuston net,0.335
25.58,-75.0,Not Specified,Atlantic Ocean,Ocean water,0.029696,pieces/m3,1991,4,0.21724871,25.971,36.562,Neuston net,0.335
25.58,-75.0,Not Specified,Atlantic Ocean,Ocean water,0.032396,pieces/m3,1991,4,0.21724871,25.971,36.562,Neuston net,0.335
26.28,-74.82,Not Specified,Atlantic Ocean,Ocean water,0.01728,pieces/m3,1991,4,0.097406365,24.563,36.703,Neuston net,0.335
26.28,-74.82,Not Specified,Atlantic Ocean,Ocean water,0.02638,pieces/m3,1991,4,0.097406365,24.563,36.703,Neuston net,0.335
26.85,-74.42,Not Specified,Atlantic Ocean,Ocean water,0.00166,pieces/m3,1991,4,0.1830519,23.802,36.884,Neuston net,0.335
26.85,-74.42,Not Specified,Atlantic Ocean,Ocean water,0.077752,pieces/m3,1991,4,0.1830519,23.802,36.884,Neuston net,0.335
27.9,-74.37,Not Specified,Atlantic Ocean,Ocean water,0.133908,pieces/m3,1991,4,0.41355288,24.232,36.869,Neuston net,0.335
27.9,-74.37,Not Specified,Atlantic Ocean,Ocean water,0.090712,pieces/m3,1991,4,0.41355288,24.232,36.869,Neuston net,0.335
28.48,-73.48,Not Specified,Atlantic Ocean,Ocean water,0.015432,pieces/m3,1991,4,0.41555384,23.217,36.701,Neuston net,0.335
28.48,-73.48,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,4,0.41555384,23.217,36.701,Neuston net,0.335
29.44,-71.97,Not Specified,Atlantic Ocean,Ocean water,0.125268,pieces/m3,1991,4,0.16022484,21.653,36.874,Neuston net,0.335
29.44,-71.97,Not Specified,Atlantic Ocean,Ocean water,0.0108,pieces/m3,1991,5,0.16022484,21.653,36.874,Neuston net,0.335
29.83,-70.88,Not Specified,Atlantic Ocean,Ocean water,0.081028,pieces/m3,1991,5,0.20262527,21.964,36.927,Neuston net,0.335
29.83,-70.88,Not Specified,Atlantic Ocean,Ocean water,0.01944,pieces/m3,1991,5,0.20262527,21.964,36.927,Neuston net,0.335
30.12,-70.5,Not Specified,Atlantic Ocean,Ocean water,0.057596,pieces/m3,1991,5,0.27257475,22.062,36.849,Neuston net,0.335
30.12,-70.5,Not Specified,Atlantic Ocean,Ocean water,0.127428,pieces/m3,1991,5,0.27257475,22.062,36.849,Neuston net,0.335
30.97,-69.62,Not Specified,Atlantic Ocean,Ocean water,0.0108,pieces/m3,1991,5,0.08104937,21.72,36.777,Neuston net,0.335
30.97,-69.62,Not Specified,Atlantic Ocean,Ocean water,0.0216,pieces/m3,1991,5,0.08104937,21.72,36.777,Neuston net,0.335
31.0,-68.78,Not Specified,Atlantic Ocean,Ocean water,0.051836,pieces/m3,1991,5,0.032202482,21.987,36.768,Neuston net,0.335
31.0,-68.78,Not Specified,Atlantic Ocean,Ocean water,0.043196,pieces/m3,1991,5,0.032202482,21.987,36.768,Neuston net,0.335
31.32,-67.87,Not Specified,Atlantic Ocean,Ocean water,0.075592,pieces/m3,1991,5,0.078339,21.871,36.717,Neuston net,0.335
31.32,-67.87,Not Specified,Atlantic Ocean,Ocean water,0.01728,pieces/m3,1991,5,0.078339,21.871,36.717,Neuston net,0.335
31.43,-67.13,Not Specified,Atlantic Ocean,Ocean water,0.045356,pieces/m3,1991,5,0.10523307,22.36,36.741,Neuston net,0.335
31.43,-67.13,Not Specified,Atlantic Ocean,Ocean water,0.023684,pieces/m3,1991,5,0.10523307,22.36,36.741,Neuston net,0.335
32.08,-65.2,Not Specified,Atlantic Ocean,Ocean water,0.077752,pieces/m3,1991,5,0.056035705,22.284,36.864,Neuston net,0.335
32.08,-65.2,Not Specified,Atlantic Ocean,Ocean water,0.024308,pieces/m3,1991,5,0.056035705,22.284,36.864,Neuston net,0.335
33.73,-64.85,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,5,0.15126798,20.543,36.724,Neuston net,0.335
33.73,-64.85,Not Specified,Atlantic Ocean,Ocean water,0.060476,pieces/m3,1991,5,0.15126798,20.543,36.724,Neuston net,0.335
34.95,-64.75,Not Specified,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1991,5,0.16462383,20.411,36.715,Neuston net,0.335
34.95,-64.75,Not Specified,Atlantic Ocean,Ocean water,0.0072,pieces/m3,1991,5,0.16462383,20.411,36.715,Neuston net,0.335
34.45,-65.72,Not Specified,Atlantic Ocean,Ocean water,0.039604,pieces/m3,1991,5,0.30341557,20.024,36.711,Neuston net,0.335
34.45,-65.72,Not Specified,Atlantic Ocean,Ocean water,0.034556,pieces/m3,1991,5,0.30341557,20.024,36.711,Neuston net,0.335
39.31,-66.02,Not Specified,Atlantic Ocean,Ocean water,0.00648,pieces/m3,1991,5,0.32276928,14.335,35.105,Neuston net,0.335
39.31,-66.02,Not Specified,Atlantic Ocean,Ocean water,0.028076,pieces/m3,1991,5,0.32276928,14.335,35.105,Neuston net,0.335
43.77,-63.98,Not Specified,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1991,5,0.16454178,4.189,30.343,Neuston net,0.335
43.77,-63.98,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,5,0.16454178,4.189,30.343,Neuston net,0.335
41.01,-70.59,Not Specified,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1991,6,0.14795946,9.069,32.179,Neuston net,0.335
41.01,-70.59,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,6,0.14795946,9.069,32.179,Neuston net,0.335
41.6,-69.21,Not Specified,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1991,6,0.0801561,8.177,31.737,Neuston net,0.335
41.6,-69.21,Not Specified,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1991,6,0.0801561,8.177,31.737,Neuston net,0.335
42.66,-70.42,Stellwagen Bank National Marine Sanctuary,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,6,0.044999998,7.335,30.759,Neuston net,0.335
42.66,-70.42,Stellwagen Bank National Marine Sanctuary,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,6,0.044999998,7.335,30.759,Neuston net,0.335
41.91,-69.5,Not Specified,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1991,7,0.12756567,8.104,31.479,Neuston net,0.335
41.91,-69.5,Not Specified,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1991,7,0.12756567,8.104,31.479,Neuston net,0.335
40.77,-68.69,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,7,0.1467583,9.472,32.823,Neuston net,0.335
40.77,-68.69,Not Specified,Atlantic Ocean,Ocean water,0.00432,pieces/m3,1991,7,0.1467583,9.472,32.823,Neuston net,0.335
41.03,-70.81,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,7,0.07521303,9.339,32.675,Neuston net,0.335
41.03,-70.81,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,7,0.07521303,9.339,32.675,Neuston net,0.335
40.98,-70.62,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,10,0.18569869,10.138,32.552,Neuston net,0.335
40.98,-70.62,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,10,0.18569869,10.138,32.552,Neuston net,0.335
40.18,-70.2,Not Specified,Atlantic Ocean,Ocean water,0.00216,pieces/m3,1991,10,0.19068298,8.63,32.288,Neuston net,0.335
38.82,-69.28,Not Specified,Atlantic Ocean,Ocean water,0.024108,pieces/m3,1991,10,0.08810222,10.806,33.809,Neuston net,0.335
38.82,-69.28,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,10,0.08810222,10.806,33.809,Neuston net,0.335
38.18,-68.52,Not Specified,Atlantic Ocean,Ocean water,0.149028,pieces/m3,1991,10,1.4887433,20.691,35.949,Neuston net,0.335
38.18,-68.52,Not Specified,Atlantic Ocean,Ocean water,0.047516,pieces/m3,1991,10,1.4887433,20.691,35.949,Neuston net,0.335
37.47,-66.97,Not Specified,Atlantic Ocean,Ocean water,0.0,pieces/m3,1991,10,0.28714108,21.197,36.356,Neuston net,0.335
37.47,-66.97,Not Specified,Atlantic Ocean,Ocean water,0.01944,pieces/m3,1991,10,0.28714108,21.197,36.356,Neuston net,0.335
