Latitude (degree),Longitude(degree),Region,Ocean,Marine Setting,Microplastics measurement,Unit,Year,Month,current_speed,temperature,salinity,Sampling Method,Mesh size (mm)
25.94,-146.58,Not Specified,Pacific Ocean,Ocean water,0.326132,pieces/m3,2011,2,0.081884064,23.521,35.446,Neuston net,0.335
26.21,-144.53,Not Specified,Pacific Ocean,Ocean water,0.060476,pieces/m3,2011,2,0.07844744,22.983,35.267,Neuston net,0.335
26.14,-143.12,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,2,0.08229824,22.616,35.25,Neuston net,0.335
26.05,-141.2,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,2,0.067977935,21.895,35.254,Neuston net,0.335
25.69,-141.14,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,2,0.13132022,22.397,35.246,Neuston net,0.335
25.35,-141.11,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.079246454,22.534,35.342,Neuston net,0.335
24.73,-139.58,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.04477723,22.699,35.108,Neuston net,0.335
24.03,-138.44,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.11806778,22.733,34.941,Neuston net,0.335
23.52,-141.63,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.069310896,23.084,34.988,Neuston net,0.335
22.76,-141.69,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.13120976,23.296,35.026,Neuston net,0.335
22.11,-141.71,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.13897482,23.29,35.022,Neuston net,0.335
21.42,-142.07,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.05385165,23.592,34.883,Neuston net,0.335
21.15,-142.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.06529931,23.608,34.968,Neuston net,0.335
19.8,-143.03,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.11054863,24.082,34.782,Neuston net,0.335
18.97,-143.47,Not Specified,Pacific Ocean,Ocean water,0.0108,pieces/m3,2011,3,0.10412013,24.391,34.52,Neuston net,0.335
19.24,-143.41,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.23025636,24.211,34.579,Neuston net,0.335
19.51,-144.23,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.20258825,23.951,34.846,Neuston net,0.335
19.43,-145.47,Not Specified,Pacific Ocean,Ocean water,0.00432,pieces/m3,2011,3,0.13829318,24.583,34.771,Neuston net,0.335
19.62,-146.5,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,3,0.3339461,24.449,34.814,Neuston net,0.335
19.73,-146.63,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.3952025,24.487,34.804,Neuston net,0.335
19.96,-146.64,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,3,0.3546449,24.509,34.807,Neuston net,0.335
20.15,-147.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.06594695,24.254,34.758,Neuston net,0.335
20.14,-148.94,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.091809586,24.145,34.626,Neuston net,0.335
20.35,-154.67,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.17495143,25.21,34.775,Neuston net,0.335
20.6,-154.81,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.11583178,25.35,34.771,Neuston net,0.335
20.57,-154.86,Not Specified,Pacific Ocean,Ocean water,0.0108,pieces/m3,2011,3,0.11583178,25.35,34.771,Neuston net,0.335
20.61,-155.0,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.11503912,25.461,34.792,Neuston net,0.335
20.27,-156.47,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.17129216,25.97,33.813,Neuston net,0.335
19.95,-156.16,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.26926753,26.056,34.042,Neuston net,0.335
19.24,-156.55,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,3,0.63394165,26.097,34.119,Neuston net,0.335
18.46,-157.58,Not Specified,Pacific Ocean,Ocean water,0.0108,pieces/m3,2011,4,0.3138471,26.012,34.308,Neuston net,0.335
17.55,-158.31,Not Specified,Pacific Ocean,Ocean water,0.011996,pieces/m3,2011,4,0.08723531,25.611,34.767,Neuston net,0.335
16.88,-159.15,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.3798592,25.486,34.638,Neuston net,0.335
16.36,-159.94,Not Specified,Pacific Ocean,Ocean water,0.016196,pieces/m3,2011,4,0.13867949,26.026,34.273,Neuston net,0.335
16.28,-160.37,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.17738658,26.027,34.339,Neuston net,0.335
16.13,-162.0,Not Specified,Pacific Ocean,Ocean water,0.00648,pieces/m3,2011,4,0.18384776,26.011,34.522,Neuston net,0.335
15.94,-162.49,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.2044138,26.072,34.529,Neuston net,0.335
15.25,-157.55,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.3290547,25.817,34.23,Neuston net,0.335
14.71,-157.43,Not Specified,Pacific Ocean,Ocean water,0.0072,pieces/m3,2011,4,0.42416623,26.15,34.212,Neuston net,0.335
14.12,-157.12,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.33724174,26.521,34.168,Neuston net,0.335
13.69,-156.87,Not Specified,Pacific Ocean,Ocean water,0.018584,pieces/m3,2011,4,0.27819598,26.637,34.144,Neuston net,0.335
12.95,-156.94,Not Specified,Pacific Ocean,Ocean water,0.0216,pieces/m3,2011,4,0.114039466,26.853,34.271,Neuston net,0.335
12.52,-156.96,Not Specified,Pacific Ocean,Ocean water,0.0072,pieces/m3,2011,4,0.046615448,26.869,34.386,Neuston net,0.335
11.44,-156.82,Not Specified,Pacific Ocean,Ocean water,0.00432,pieces/m3,2011,4,0.1387732,26.744,34.212,Neuston net,0.335
11.09,-156.77,Not Specified,Pacific Ocean,Ocean water,0.043196,pieces/m3,2011,4,0.088232644,26.926,34.339,Neuston net,0.335
10.33,-156.71,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,4,0.030083217,27.4,34.426,Neuston net,0.335
9.55,-155.93,Not Specified,Pacific Ocean,Ocean water,0.0054,pieces/m3,2011,4,0.03623534,27.729,34.499,Neuston net,0.335
8.38,-151.97,Not Specified,Pacific Ocean,Ocean water,0.003456,pieces/m3,2011,4,0.8704625,27.773,34.499,Neuston net,0.335
7.43,-149.9,Not Specified,Pacific Ocean,Ocean water,0.00648,pieces/m3,2011,4,0.60207725,27.755,34.632,Neuston net,0.335
6.84,-149.44,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.48200104,27.344,34.546,Neuston net,0.335
6.42,-148.97,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.45471418,27.131,34.442,Neuston net,0.335
5.79,-147.72,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.41769844,27.28,34.523,Neuston net,0.335
5.28,-146.64,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.4044317,27.274,34.651,Neuston net,0.335
4.41,-145.74,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.35471258,27.371,34.769,Neuston net,0.335
3.48,-143.62,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.43412554,26.831,34.803,Neuston net,0.335
2.89,-137.24,Not Specified,Pacific Ocean,Ocean water,0.003084,pieces/m3,2011,4,0.08321658,27.161,34.596,Neuston net,0.335
2.19,-135.73,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.12869343,27.335,34.594,Neuston net,0.335
40.68,-128.9,Not Specified,Pacific Ocean,Ocean water,2.611356,pieces/m3,2011,4,0.31232035,12.163,32.422,Neuston net,0.335
40.58,-157.79,Not Specified,Pacific Ocean,Ocean water,0.043748,pieces/m3,2011,4,0.03905125,12.005,33.661,Neuston net,0.335
40.38,-157.49,Not Specified,Pacific Ocean,Ocean water,0.44862,pieces/m3,2011,4,0.03640055,12.339,33.727,Neuston net,0.335
40.16,-157.42,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.035805028,12.394,33.794,Neuston net,0.335
39.9,-157.2,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.028635642,12.679,33.846,Neuston net,0.335
33.26,-156.98,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.09616653,18.777,34.6,Neuston net,0.335
33.1,-156.49,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.07902531,18.51,34.561,Neuston net,0.335
33.38,-156.38,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.11588356,18.607,34.542,Neuston net,0.335
33.09,-156.27,Not Specified,Pacific Ocean,Ocean water,0.00266,pieces/m3,2011,4,0.082661964,18.496,34.541,Neuston net,0.335
32.35,-155.1,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.024041632,19.785,34.802,Neuston net,0.335
33.02,-152.9,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.101,17.748,34.494,Neuston net,0.335
33.56,-152.27,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.012041595,17.373,34.395,Neuston net,0.335
33.47,-151.63,Not Specified,Pacific Ocean,Ocean water,0.00864,pieces/m3,2011,4,0.017088009,17.659,34.406,Neuston net,0.335
33.35,-150.87,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.035355337,18.241,34.501,Neuston net,0.335
32.76,-150.21,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,4,0.12660569,18.273,34.617,Neuston net,0.335
33.1,-149.63,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,4,0.09264988,18.664,34.72,Neuston net,0.335
33.06,-148.13,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.06844706,18.009,34.47,Neuston net,0.335
32.84,-147.81,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.030805843,18.241,34.465,Neuston net,0.335
33.08,-147.02,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.0973242,18.906,34.662,Neuston net,0.335
32.37,-146.51,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.15009664,19.191,34.807,Neuston net,0.335
31.72,-144.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.040024992,19.184,35.038,Neuston net,0.335
31.54,-143.82,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.028071338,19.436,34.978,Neuston net,0.335
31.06,-143.46,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,5,0.11402193,20.015,35.138,Neuston net,0.335
29.98,-140.0,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.011045361,21.56,35.331,Neuston net,0.335
29.37,-139.91,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.041194662,21.629,35.333,Neuston net,0.335
28.72,-140.03,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.24120738,22.248,35.342,Neuston net,0.335
28.54,-140.09,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.23032585,22.303,35.355,Neuston net,0.335
28.41,-140.21,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.19678669,22.426,35.376,Neuston net,0.335
28.04,-140.48,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.081884064,22.096,35.442,Neuston net,0.335
27.84,-140.77,Not Specified,Pacific Ocean,Ocean water,0.0024,pieces/m3,2011,5,0.06200806,21.947,35.399,Neuston net,0.335
27.33,-142.18,Not Specified,Pacific Ocean,Ocean water,0.003324,pieces/m3,2011,5,0.043829214,22.209,35.325,Neuston net,0.335
26.6,-142.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.07710382,22.651,35.308,Neuston net,0.335
25.68,-143.09,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.17262965,22.358,35.266,Neuston net,0.335
24.59,-143.47,Not Specified,Pacific Ocean,Ocean water,0.041396,pieces/m3,2011,5,0.20670027,22.976,35.111,Neuston net,0.335
24.28,-143.99,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,5,0.21019039,23.013,35.209,Neuston net,0.335
23.35,-144.31,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.13489255,23.271,35.16,Neuston net,0.335
23.15,-144.69,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.24516526,23.699,35.162,Neuston net,0.335
22.99,-148.78,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.06983552,24.292,34.987,Neuston net,0.335
23.65,-149.74,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.06802941,24.747,35.169,Neuston net,0.335
24.21,-149.32,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.07324616,24.639,35.29,Neuston net,0.335
24.52,-148.47,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,5,0.13822085,24.368,35.348,Neuston net,0.335
24.37,-147.78,Not Specified,Pacific Ocean,Ocean water,0.892728,pieces/m3,2011,6,0.18656099,24.188,35.296,Neuston net,0.335
25.28,-147.0,Not Specified,Pacific Ocean,Ocean water,2.712124,pieces/m3,2011,6,0.22217336,23.845,35.385,Neuston net,0.335
25.94,-146.58,Not Specified,Pacific Ocean,Ocean water,0.326132,pieces/m3,2011,6,0.081884064,23.521,35.446,Neuston net,0.335
26.21,-144.53,Not Specified,Pacific Ocean,Ocean water,0.060476,pieces/m3,2011,6,0.07844744,22.983,35.267,Neuston net,0.335
26.14,-143.12,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.08229824,22.616,35.25,Neuston net,0.335
26.05,-141.2,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,6,0.067977935,21.895,35.254,Neuston net,0.335
25.69,-141.14,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.13132022,22.397,35.246,Neuston net,0.335
25.35,-141.11,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.079246454,22.534,35.342,Neuston net,0.335
24.73,-139.58,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.04477723,22.699,35.108,Neuston net,0.335
24.03,-138.44,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.11806778,22.733,34.941,Neuston net,0.335
23.52,-141.63,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.069310896,23.084,34.988,Neuston net,0.335
22.76,-141.69,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.13120976,23.296,35.026,Neuston net,0.335
22.11,-141.71,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.13897482,23.29,35.022,Neuston net,0.335
21.42,-142.07,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.05385165,23.592,34.883,Neuston net,0.335
21.15,-142.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.06529931,23.608,34.968,Neuston net,0.335
19.8,-143.03,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,6,0.11054863,24.082,34.782,Neuston net,0.335
18.97,-143.47,Not Specified,Pacific Ocean,Ocean water,0.0108,pieces/m3,2011,7,0.10412013,24.391,34.52,Neuston net,0.335
19.24,-143.41,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.23025636,24.211,34.579,Neuston net,0.335
19.51,-144.23,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.20258825,23.951,34.846,Neuston net,0.335
19.43,-145.47,Not Specified,Pacific Ocean,Ocean water,0.00432,pieces/m3,2011,7,0.13829318,24.583,34.771,Neuston net,0.335
19.62,-146.5,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,7,0.3339461,24.449,34.814,Neuston net,0.335
19.73,-146.63,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.3952025,24.487,34.804,Neuston net,0.335
19.96,-146.64,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,7,0.3546449,24.509,34.807,Neuston net,0.335
20.15,-147.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.06594695,24.254,34.758,Neuston net,0.335
20.14,-148.94,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.091809586,24.145,34.626,Neuston net,0.335
20.35,-154.67,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.17495143,25.21,34.775,Neuston net,0.335
20.6,-154.81,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.11583178,25.35,34.771,Neuston net,0.335
20.57,-154.86,Not Specified,Pacific Ocean,Ocean water,0.0108,pieces/m3,2011,7,0.11583178,25.35,34.771,Neuston net,0.335
20.61,-155.0,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.11503912,25.461,34.792,Neuston net,0.335
20.27,-156.47,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.17129216,25.97,33.813,Neuston net,0.335
19.95,-156.16,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.26926753,26.056,34.042,Neuston net,0.335
19.24,-156.55,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.63394165,26.097,34.119,Neuston net,0.335
18.46,-157.58,Not Specified,Pacific Ocean,Ocean water,0.0108,pieces/m3,2011,7,0.3138471,26.012,34.308,Neuston net,0.335
17.55,-158.31,Not Specified,Pacific Ocean,Ocean water,0.011996,pieces/m3,2011,7,0.08723531,25.611,34.767,Neuston net,0.335
16.88,-159.15,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.3798592,25.486,34.638,Neuston net,0.335
16.36,-159.94,Not Specified,Pacific Ocean,Ocean water,0.016196,pieces/m3,2011,7,0.13867949,26.026,34.273,Neuston net,0.335
16.28,-160.37,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.17738658,26.027,34.339,Neuston net,0.335
16.13,-162.0,Not Specified,Pacific Ocean,Ocean water,0.00648,pieces/m3,2011,7,0.18384776,26.011,34.522,Neuston net,0.335
15.94,-162.49,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.2044138,26.072,34.529,Neuston net,0.335
15.25,-157.55,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.3290547,25.817,34.23,Neuston net,0.335
14.71,-157.43,Not Specified,Pacific Ocean,Ocean water,0.0072,pieces/m3,2011,7,0.42416623,26.15,34.212,Neuston net,0.335
14.12,-157.12,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.33724174,26.521,34.168,Neuston net,0.335
13.69,-156.87,Not Specified,Pacific Ocean,Ocean water,0.018584,pieces/m3,2011,7,0.27819598,26.637,34.144,Neuston net,0.335
12.95,-156.94,Not Specified,Pacific Ocean,Ocean water,0.0216,pieces/m3,2011,7,0.114039466,26.853,34.271,Neuston net,0.335
12.52,-156.96,Not Specified,Pacific Ocean,Ocean water,0.0072,pieces/m3,2011,7,0.046615448,26.869,34.386,Neuston net,0.335
11.44,-156.82,Not Specified,Pacific Ocean,Ocean water,0.00432,pieces/m3,2011,7,0.1387732,26.744,34.212,Neuston net,0.335
11.09,-156.77,Not Specified,Pacific Ocean,Ocean water,0.043196,pieces/m3,2011,7,0.088232644,26.926,34.339,Neuston net,0.335
10.33,-156.71,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,7,0.030083217,27.4,34.426,Neuston net,0.335
9.55,-155.93,Not Specified,Pacific Ocean,Ocean water,0.0054,pieces/m3,2011,7,0.03623534,27.729,34.499,Neuston net,0.335
8.38,-151.97,Not Specified,Pacific Ocean,Ocean water,0.003456,pieces/m3,2011,7,0.8704625,27.773,34.499,Neuston net,0.335
7.43,-149.9,Not Specified,Pacific Ocean,Ocean water,0.00648,pieces/m3,2011,7,0.60207725,27.755,34.632,Neuston net,0.335
6.84,-149.44,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.48200104,27.344,34.546,Neuston net,0.335
6.42,-148.97,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.45471418,27.131,34.442,Neuston net,0.335
5.79,-147.72,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.41769844,27.28,34.523,Neuston net,0.335
5.28,-146.64,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.4044317,27.274,34.651,Neuston net,0.335
4.41,-145.74,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.35471258,27.371,34.769,Neuston net,0.335
3.48,-143.62,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.43412554,26.831,34.803,Neuston net,0.335
2.89,-137.24,Not Specified,Pacific Ocean,Ocean water,0.003084,pieces/m3,2011,7,0.08321658,27.161,34.596,Neuston net,0.335
2.19,-135.73,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,7,0.12869343,27.335,34.594,Neuston net,0.335
40.68,-128.9,Not Specified,Pacific Ocean,Ocean water,2.611356,pieces/m3,2011,7,0.31232035,12.163,32.422,Neuston net,0.335
40.58,-157.79,Not Specified,Pacific Ocean,Ocean water,0.043748,pieces/m3,2011,8,0.03905125,12.005,33.661,Neuston net,0.335
40.38,-157.49,Not Specified,Pacific Ocean,Ocean water,0.44862,pieces/m3,2011,8,0.03640055,12.339,33.727,Neuston net,0.335
40.16,-157.42,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.035805028,12.394,33.794,Neuston net,0.335
39.9,-157.2,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.028635642,12.679,33.846,Neuston net,0.335
33.26,-156.98,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.09616653,18.777,34.6,Neuston net,0.335
33.1,-156.49,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.07902531,18.51,34.561,Neuston net,0.335
33.38,-156.38,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.11588356,18.607,34.542,Neuston net,0.335
33.09,-156.27,Not Specified,Pacific Ocean,Ocean water,0.00266,pieces/m3,2011,8,0.082661964,18.496,34.541,Neuston net,0.335
32.35,-155.1,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.024041632,19.785,34.802,Neuston net,0.335
33.02,-152.9,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.101,17.748,34.494,Neuston net,0.335
33.56,-152.27,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,8,0.012041595,17.373,34.395,Neuston net,0.335
33.47,-151.63,Not Specified,Pacific Ocean,Ocean water,0.00864,pieces/m3,2011,10,0.017088009,17.659,34.406,Neuston net,0.335
33.35,-150.87,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.035355337,18.241,34.501,Neuston net,0.335
32.76,-150.21,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.12660569,18.273,34.617,Neuston net,0.335
33.1,-149.63,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,10,0.09264988,18.664,34.72,Neuston net,0.335
33.06,-148.13,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.06844706,18.009,34.47,Neuston net,0.335
32.84,-147.81,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.030805843,18.241,34.465,Neuston net,0.335
33.08,-147.02,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.0973242,18.906,34.662,Neuston net,0.335
32.37,-146.51,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.15009664,19.191,34.807,Neuston net,0.335
31.72,-144.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.040024992,19.184,35.038,Neuston net,0.335
31.54,-143.82,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.028071338,19.436,34.978,Neuston net,0.335
31.06,-143.46,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,10,0.11402193,20.015,35.138,Neuston net,0.335
29.98,-140.0,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.011045361,21.56,35.331,Neuston net,0.335
29.37,-139.91,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.041194662,21.629,35.333,Neuston net,0.335
28.72,-140.03,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.24120738,22.248,35.342,Neuston net,0.335
28.54,-140.09,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.23032585,22.303,35.355,Neuston net,0.335
28.41,-140.21,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.19678669,22.426,35.376,Neuston net,0.335
28.04,-140.48,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.081884064,22.096,35.442,Neuston net,0.335
27.84,-140.77,Not Specified,Pacific Ocean,Ocean water,0.0024,pieces/m3,2011,10,0.06200806,21.947,35.399,Neuston net,0.335
27.33,-142.18,Not Specified,Pacific Ocean,Ocean water,0.003324,pieces/m3,2011,10,0.043829214,22.209,35.325,Neuston net,0.335
26.6,-142.77,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.07710382,22.651,35.308,Neuston net,0.335
25.68,-143.09,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.17262965,22.358,35.266,Neuston net,0.335
24.59,-143.47,Not Specified,Pacific Ocean,Ocean water,0.041396,pieces/m3,2011,10,0.20670027,22.976,35.111,Neuston net,0.335
24.28,-143.99,Not Specified,Pacific Ocean,Ocean water,0.00216,pieces/m3,2011,10,0.21019039,23.013,35.209,Neuston net,0.335
23.35,-144.31,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.13489255,23.271,35.16,Neuston net,0.335
23.15,-144.69,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.24516526,23.699,35.162,Neuston net,0.335
22.99,-148.78,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.06983552,24.292,34.987,Neuston net,0.335
23.65,-149.74,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.06802941,24.747,35.169,Neuston net,0.335
24.21,-149.32,Not Specified,Pacific Ocean,Ocean water,0.0,pieces/m3,2011,10,0.07324616,24.639,35.29,Neuston net,0.335
